Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5738.00,CA-2011-148614,20/01/2013,25/01/2013,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049.00,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,0,5.79
9156.00,CA-2011-102645,23/01/2013,28/01/2013,Standard Class,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,89115.00,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08,6,0,19.2384
3795.00,US-2011-117163,27/01/2013,02/02/2013,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037.00,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,57.23,1,0,14.3075
3796.00,US-2011-117163,27/01/2013,02/02/2013,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037.00,West,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,333,3,0.2,-16.65
3797.00,US-2011-117163,27/01/2013,02/02/2013,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037.00,West,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0,12.0252
3366.00,CA-2011-115161,31/01/2013,02/02/2013,First Class,LC-17050,Liz Carlisle,Consumer,United States,Mission Viejo,California,92691.00,West,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2,0.15,3.4196
1704.00,CA-2011-139857,02/02/2013,06/02/2013,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037.00,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,5,0,5.8045
1518.00,CA-2011-111059,03/02/2013,06/02/2013,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105.00,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,2,0.2,27.248
1519.00,CA-2011-111059,03/02/2013,06/02/2013,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105.00,West,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,13.272,3,0.2,4.3134
1544.00,CA-2011-107181,04/02/2013,08/02/2013,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024.00,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,82.896,3,0.2,29.0136
1545.00,CA-2011-107181,04/02/2013,08/02/2013,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024.00,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4,0,16.0928
8585.00,CA-2011-104808,04/02/2013,08/02/2013,Second Class,MH-17440,Mark Haberlin,Corporate,United States,Escondido,California,92025.00,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248,2,0.2,6.0368
9267.00,CA-2011-125759,08/02/2013,09/02/2013,First Class,NM-18445,Nathan Mautz,Home Office,United States,North Las Vegas,Nevada,89031.00,West,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",14.56,2,0,5.5328
457.00,US-2011-110674,12/02/2013,18/02/2013,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,94521.00,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,2,0.2,-24.294
9762.00,CA-2011-121762,14/02/2013,18/02/2013,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Seattle,Washington,98103.00,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,239.97,3,0,86.3892
9763.00,CA-2011-121762,14/02/2013,18/02/2013,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Seattle,Washington,98103.00,West,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,81.96,2,0,22.9488
9764.00,CA-2011-121762,14/02/2013,18/02/2013,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Seattle,Washington,98103.00,West,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,238.62,2,0,4.7724
7438.00,CA-2011-165568,15/02/2013,19/02/2013,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Seattle,Washington,98105.00,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,21.36,5,0.2,7.209
8504.00,CA-2011-164903,20/02/2013,24/02/2013,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Los Angeles,California,90049.00,West,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,12.96,2,0,6.2208
7611.00,CA-2011-133354,22/02/2013,24/02/2013,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Moreno Valley,California,92553.00,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,19.44,3,0,9.3312
5512.00,US-2011-137680,24/02/2013,02/03/2013,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,97504.00,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4,0.2,11.1024
5513.00,US-2011-137680,24/02/2013,02/03/2013,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,Oregon,97504.00,West,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.776,3,0.2,7.6869
158.00,CA-2011-104269,01/03/2013,06/03/2013,Second Class,DB-13060,Dave Brooks,Consumer,United States,Seattle,Washington,98115.00,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.568,2,0.2,51.4764
8712.00,CA-2011-105648,03/03/2013,07/03/2013,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,San Diego,California,92037.00,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",626.352,3,0.2,-23.4882
4962.00,CA-2011-156587,07/03/2013,08/03/2013,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103.00,West,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",48.712,1,0.2,5.4801
4963.00,CA-2011-156587,07/03/2013,08/03/2013,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103.00,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,17.94,3,0,4.6644
4964.00,CA-2011-156587,07/03/2013,08/03/2013,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103.00,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0,4.8588
5254.00,US-2011-131982,07/03/2013,11/03/2013,Second Class,NP-18685,Nora Pelletier,Home Office,United States,Des Moines,Washington,98198.00,West,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,107.648,2,0.2,33.64
9641.00,CA-2011-104563,07/03/2013,12/03/2013,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103.00,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,20.65,5,0,9.499
9642.00,CA-2011-104563,07/03/2013,12/03/2013,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103.00,West,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",204.9,5,0,0
9643.00,CA-2011-104563,07/03/2013,12/03/2013,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103.00,West,FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,436.704,6,0.2,21.8352
9644.00,CA-2011-104563,07/03/2013,12/03/2013,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103.00,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",481.568,2,0.2,54.1764
2101.00,US-2011-140116,10/03/2013,17/03/2013,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219.00,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,636.408,3,0.2,-15.9102
2102.00,US-2011-140116,10/03/2013,17/03/2013,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,80219.00,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",83.168,4,0.2,9.3564
8300.00,US-2011-103338,11/03/2013,15/03/2013,Standard Class,RB-19435,Richard Bierner,Consumer,United States,Roseville,California,95661.00,West,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3,0,2.0748
1891.00,CA-2011-157623,14/03/2013,18/03/2013,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646.00,West,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2,0,4.752
1892.00,CA-2011-157623,14/03/2013,18/03/2013,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646.00,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1,0,1.2506
4677.00,CA-2011-114510,14/03/2013,19/03/2013,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321.00,West,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,33.088,4,0.2,11.1672
4678.00,CA-2011-114510,14/03/2013,19/03/2013,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321.00,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0,3.2392
4679.00,CA-2011-114510,14/03/2013,19/03/2013,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321.00,West,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,82.8,12,0,6.624
4680.00,CA-2011-114510,14/03/2013,19/03/2013,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321.00,West,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,21.36,2,0,5.7672
4681.00,CA-2011-114510,14/03/2013,19/03/2013,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321.00,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",62.048,2,0.2,20.1656
6152.00,CA-2011-111871,18/03/2013,21/03/2013,Second Class,EK-13795,Eileen Kiefer,Home Office,United States,San Francisco,California,94110.00,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,10,0.15,70.49
7328.00,US-2011-131275,18/03/2013,24/03/2013,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505.00,West,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,111,2,0,14.43
7329.00,US-2011-131275,18/03/2013,24/03/2013,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505.00,West,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,1279.968,4,0.2,415.9896
7330.00,US-2011-131275,18/03/2013,24/03/2013,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505.00,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1856.19,7,0,334.1142
2871.00,CA-2011-148040,22/03/2013,26/03/2013,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705.00,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,74.352,3,0.2,23.235
2872.00,CA-2011-148040,22/03/2013,26/03/2013,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,Tucson,Arizona,85705.00,West,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,3,0.2,-35.3646
3555.00,CA-2011-120838,23/03/2013,26/03/2013,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Los Angeles,California,90036.00,West,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,330.4,2,0,85.904
3556.00,CA-2011-120838,23/03/2013,26/03/2013,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Los Angeles,California,90036.00,West,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,604.752,6,0.2,37.797
7802.00,CA-2011-143637,24/03/2013,29/03/2013,Second Class,MS-17710,Maurice Satty,Consumer,United States,Fresno,California,93727.00,West,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.48,2,0,14.5728
9307.00,CA-2011-128237,25/03/2013,30/03/2013,Standard Class,CA-12265,Christina Anderson,Consumer,United States,San Francisco,California,94110.00,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,6.56,2,0,1.9024
9308.00,CA-2011-128237,25/03/2013,30/03/2013,Standard Class,CA-12265,Christina Anderson,Consumer,United States,San Francisco,California,94110.00,West,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2,0,3.72
9309.00,CA-2011-128237,25/03/2013,30/03/2013,Standard Class,CA-12265,Christina Anderson,Consumer,United States,San Francisco,California,94110.00,West,TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,45.48,4,0,15.918
9310.00,CA-2011-128237,25/03/2013,30/03/2013,Standard Class,CA-12265,Christina Anderson,Consumer,United States,San Francisco,California,94110.00,West,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",25.44,6,0,9.9216
4245.00,CA-2011-138436,26/03/2013,30/03/2013,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Los Angeles,California,90036.00,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.3,3,0,8.619
9052.00,CA-2011-141838,26/03/2013,31/03/2013,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,San Francisco,California,94122.00,West,OFF-AR-10004272,Office Supplies,Art,Newell 308,3.36,2,0,0.84
9053.00,CA-2011-141838,26/03/2013,31/03/2013,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,San Francisco,California,94122.00,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,4,0.2,9.4284
9054.00,CA-2011-141838,26/03/2013,31/03/2013,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,San Francisco,California,94122.00,West,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,28.784,2,0.2,2.8784
9660.00,CA-2011-100860,26/03/2013,30/03/2013,Second Class,CS-12505,Cindy Stewart,Consumer,United States,Pomona,California,91767.00,West,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,18.75,5,0,9
8464.00,CA-2011-100881,28/03/2013,01/04/2013,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Albuquerque,New Mexico,87105.00,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376,3,0.2,22.6782
5284.00,CA-2011-133424,30/03/2013,04/04/2013,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105.00,West,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,15.84,3,0,0
5285.00,CA-2011-133424,30/03/2013,04/04/2013,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105.00,West,OFF-LA-10002312,Office Supplies,Labels,Avery 490,44.4,3,0,22.2
6139.00,CA-2011-131247,30/03/2013,04/04/2013,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,San Francisco,California,94110.00,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.666,2,0.15,-12.098
2230.00,CA-2011-128055,31/03/2013,05/04/2013,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122.00,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.568,2,0.2,252.588
2231.00,CA-2011-128055,31/03/2013,05/04/2013,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122.00,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,2,0,14.8344
1373.00,US-2011-157021,01/04/2013,06/04/2013,Second Class,KM-16720,Kunst Miller,Consumer,United States,Vallejo,California,94591.00,West,OFF-LA-10002312,Office Supplies,Labels,Avery 490,29.6,2,0,14.8
1374.00,US-2011-157021,01/04/2013,06/04/2013,Second Class,KM-16720,Kunst Miller,Consumer,United States,Vallejo,California,94591.00,West,OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",17.088,4,0.2,5.5536
9884.00,CA-2011-112291,03/04/2013,08/04/2013,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Los Angeles,California,90008.00,West,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,11.16,2,0,5.58
9885.00,CA-2011-112291,03/04/2013,08/04/2013,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Los Angeles,California,90008.00,West,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3,0,22.4316
9886.00,CA-2011-112291,03/04/2013,08/04/2013,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Los Angeles,California,90008.00,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,159.98,2,0,57.5928
1561.00,CA-2011-105172,04/04/2013,09/04/2013,Standard Class,PK-18910,Paul Knutson,Home Office,United States,San Francisco,California,94109.00,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,0,9.072
4845.00,US-2011-128685,04/04/2013,05/04/2013,First Class,MZ-17515,Mary Zewe,Corporate,United States,Los Angeles,California,90008.00,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245
5036.00,CA-2011-169803,06/04/2013,12/04/2013,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Seattle,Washington,98115.00,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0,111.1035
5037.00,CA-2011-169803,06/04/2013,12/04/2013,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Seattle,Washington,98115.00,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,33.9,2,0,2.034
6016.00,CA-2011-102652,06/04/2013,12/04/2013,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049.00,West,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,91.96,2,0,15.6332
6017.00,CA-2011-102652,06/04/2013,12/04/2013,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049.00,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,0,12.9129
6018.00,CA-2011-102652,06/04/2013,12/04/2013,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049.00,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,19.44,3,0,9.3312
6019.00,CA-2011-102652,06/04/2013,12/04/2013,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049.00,West,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,55.48,1,0,26.6304
8839.00,CA-2011-153808,06/04/2013,10/04/2013,Second Class,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004.00,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3,0,18.447
8840.00,CA-2011-153808,06/04/2013,10/04/2013,Second Class,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004.00,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",65.568,2,0.2,23.7684
8841.00,CA-2011-153808,06/04/2013,10/04/2013,Second Class,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004.00,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,299.97,3,0,131.9868
3836.00,CA-2011-100363,08/04/2013,15/04/2013,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Glendale,Arizona,85301.00,West,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,2.368,2,0.2,0.8288
3837.00,CA-2011-100363,08/04/2013,15/04/2013,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Glendale,Arizona,85301.00,West,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,19.008,3,0.2,6.8904
6381.00,US-2011-163797,08/04/2013,13/04/2013,Standard Class,PC-19000,Pauline Chand,Home Office,United States,Chandler,Arizona,85224.00,West,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",49.792,8,0.2,-11.8256
7047.00,CA-2011-150581,08/04/2013,12/04/2013,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,Concord,California,94521.00,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,99.592,1,0.2,2.4898
7048.00,CA-2011-150581,08/04/2013,12/04/2013,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,Concord,California,94521.00,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,399.96,4,0,139.986
4578.00,US-2011-121734,11/04/2013,16/04/2013,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Lewiston,Idaho,83501.00,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,1,0.2,3.3544
8358.00,CA-2011-110555,11/04/2013,18/04/2013,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,59405.00,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,87.08,7,0,24.3824
8359.00,CA-2011-110555,11/04/2013,18/04/2013,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,59405.00,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,105.584,2,0.2,9.2386
8360.00,CA-2011-110555,11/04/2013,18/04/2013,Standard Class,MM-18055,Michelle Moray,Consumer,United States,Great Falls,Montana,59405.00,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,217.44,6,0,91.3248
2794.00,CA-2011-154599,12/04/2013,17/04/2013,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.00,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1075.088,14,0.2,94.0702
2795.00,CA-2011-154599,12/04/2013,17/04/2013,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.00,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,438.368,4,0.2,38.3572
2796.00,CA-2011-154599,12/04/2013,17/04/2013,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.00,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,7,0.2,6.5569
2797.00,CA-2011-154599,12/04/2013,17/04/2013,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.00,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499,3,0.15,-18.147
9850.00,CA-2011-142979,12/04/2013,18/04/2013,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Lodi,California,95240.00,West,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,2,0,16.2688
7657.00,US-2011-120740,15/04/2013,15/04/2013,Same Day,PS-18970,Paul Stevenson,Home Office,United States,Los Angeles,California,90049.00,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2,0,31.0184
